trial,yield,mse,active_ingredient,year,spray
148,3764.10,91938.7620,pico_cypr,2010,2
148,3491.88,91938.7620,cypr,2010,2
148,3556.85,91938.7620,pyra_epox,2010,2
148,3601.48,91938.7620,azox_cypr,2010,2
148,3604.90,91938.7620,tebu,2010,2
149,1368.23,144762.5536,check,2010,2
149,1868.60,144762.5536,pyra_metc,2010,2
149,1960.95,144762.5536,pico_cypr,2010,2
149,1988.63,144762.5536,cypr,2010,2
149,2687.30,144762.5536,pyra_epox,2010,2
149,2040.10,144762.5536,azox_cypr,2010,2
149,1679.20,144762.5536,tebu,2010,2
150,1336.23,74168.4978,check,2010,2
150,2060.75,74168.4978,pyra_metc,2010,2
150,1710.00,74168.4978,pico_cypr,2010,2
150,1476.05,74168.4978,cypr,2010,2
150,1886.35,74168.4978,pyra_epox,2010,2
150,2324.75,74168.4978,azox_cypr,2010,2
150,1430.13,74168.4978,tebu,2010,2
151,834.73,29867.3221,check,2010,2
151,1676.65,29867.3221,pyra_metc,2010,2
151,1545.78,29867.3221,pico_cypr,2010,2
151,1164.63,29867.3221,cypr,2010,2
151,2041.98,29867.3221,pyra_epox,2010,2
151,1832.63,29867.3221,azox_cypr,2010,2
151,990.95,29867.3221,tebu,2010,2
152,2029.58,102346.5092,check,2010,2
152,3010.23,102346.5092,pyra_metc,2010,2
152,2873.83,102346.5092,pico_cypr,2010,2
152,2484.73,102346.5092,cypr,2010,2
152,2429.90,102346.5092,pyra_epox,2010,2
152,3148.00,102346.5092,azox_cypr,2010,2
152,2889.25,102346.5092,tebu,2010,2
153,2176.00,46104.8889,check,2010,3
153,3064.00,46104.8889,pyra_metc,2010,3
153,3092.00,46104.8889,pico_cypr,2010,3
153,2764.00,46104.8889,cypr,2010,3
153,3276.00,46104.8889,pyra_epox,2010,3
153,3176.00,46104.8889,azox_cypr,2010,3
153,2284.00,46104.8889,tebu,2010,3
154,851.23,31999.3196,check,2010,2
154,1862.90,31999.3196,pyra_metc,2010,2
154,2456.73,31999.3196,pico_cypr,2010,2
154,1481.75,31999.3196,cypr,2010,2
154,2258.18,31999.3196,pyra_epox,2010,2
154,2269.05,31999.3196,azox_cypr,2010,2
154,1282.78,31999.3196,tebu,2010,2
155,1839.05,202546.7122,check,2010,2
155,3627.78,202546.7122,pyra_metc,2010,2
155,3623.75,202546.7122,pico_cypr,2010,2
155,2664.23,202546.7122,cypr,2010,2
155,3858.98,202546.7122,pyra_epox,2010,2
155,4090.33,202546.7122,azox_cypr,2010,2
155,2939.08,202546.7122,tebu,2010,2
157,2042.50,108734.8291,check,2010,2
157,3155.00,108734.8291,pyra_metc,2010,2
157,2457.50,108734.8291,pico_cypr,2010,2
157,2112.50,108734.8291,cypr,2010,2
157,2807.50,108734.8291,pyra_epox,2010,2
157,2330.00,108734.8291,azox_cypr,2010,2
157,2382.50,108734.8291,tebu,2010,2
158,427.15,39437.3198,check,2010,
158,2040.70,39437.3198,pyra_metc,2010,
158,2316.80,39437.3198,pico_cypr,2010,
158,1269.88,39437.3198,cypr,2010,
158,1934.98,39437.3198,pyra_epox,2010,
158,2159.43,39437.3198,azox_cypr,2010,
158,796.25,39437.3198,tebu,2010,
159,1229.35,39743.7565,check,2010,
159,2489.90,39743.7565,pyra_metc,2010,
159,2455.15,39743.7565,pico_cypr,2010,
159,2111.15,39743.7565,cypr,2010,
159,2767.20,39743.7565,pyra_epox,2010,
159,2670.38,39743.7565,azox_cypr,2010,
159,1862.80,39743.7565,tebu,2010,
160,891.60,27881.7924,check,2010,
160,1875.63,27881.7924,pyra_metc,2010,
160,2360.38,27881.7924,pico_cypr,2010,
160,1607.93,27881.7924,cypr,2010,
160,2505.55,27881.7924,pyra_epox,2010,
160,2395.38,27881.7924,azox_cypr,2010,
160,1154.08,27881.7924,tebu,2010,
161,1818.75,21261.8308,check,2010,2
161,2131.90,21261.8308,pyra_metc,2010,2
161,2363.10,21261.8308,pico_cypr,2010,2
161,1962.50,21261.8308,cypr,2010,2
161,2209.25,21261.8308,pyra_epox,2010,2
161,2212.23,21261.8308,azox_cypr,2010,2
161,1979.58,21261.8308,tebu,2010,2
162,1532.95,93686.8652,check,2010,3
162,3821.58,93686.8652,pyra_metc,2010,3
162,3403.60,93686.8652,pico_cypr,2010,3
162,2931.65,93686.8652,cypr,2010,3
162,3728.60,93686.8652,pyra_epox,2010,3
162,3598.90,93686.8652,azox_cypr,2010,3
162,1694.28,93686.8652,tebu,2010,3
163,1583.53,25146.8354,check,2010,2
163,2074.55,25146.8354,pyra_metc,2010,2
163,2093.95,25146.8354,pico_cypr,2010,2
163,1874.73,25146.8354,cypr,2010,2
163,2399.73,25146.8354,pyra_epox,2010,2
163,2343.58,25146.8354,azox_cypr,2010,2
163,1769.60,25146.8354,tebu,2010,2
164,468.55,178319.2675,check,2010,2
164,1644.78,178319.2675,pyra_metc,2010,2
164,1854.53,178319.2675,pico_cypr,2010,2
164,1211.18,178319.2675,cypr,2010,2
164,1889.48,178319.2675,pyra_epox,2010,2
164,1850.23,178319.2675,azox_cypr,2010,2
164,883.65,178319.2675,tebu,2010,2
165,1775.25,77589.3002,check,2010,2
165,3353.75,77589.3002,pyra_metc,2010,2
165,3601.00,77589.3002,pico_cypr,2010,2
165,2581.50,77589.3002,cypr,2010,2
165,3281.25,77589.3002,pyra_epox,2010,2
165,3269.00,77589.3002,azox_cypr,2010,2
165,3555.25,77589.3002,tebu,2010,2
166,1599.85,19942.2902,check,2010,2
166,2328.23,19942.2902,pyra_metc,2010,2
166,2334.98,19942.2902,pico_cypr,2010,2
166,1789.78,19942.2902,cypr,2010,2
166,2220.65,19942.2902,pyra_epox,2010,2
166,2142.30,19942.2902,azox_cypr,2010,2
166,1729.33,19942.2902,tebu,2010,2
167,1834.98,155814.7079,check,2010,2
167,2089.28,155814.7079,pyra_metc,2010,2
167,1996.40,155814.7079,pico_cypr,2010,2
167,1908.05,155814.7079,cypr,2010,2
167,1938.00,155814.7079,pyra_epox,2010,2
167,2057.70,155814.7079,azox_cypr,2010,2
167,2117.00,155814.7079,tebu,2010,2
168,2003.28,351930.1080,check,2010,2
168,3059.08,351930.1080,pyra_metc,2010,2
168,2776.90,351930.1080,pico_cypr,2010,2
168,2801.55,351930.1080,cypr,2010,2
168,2997.15,351930.1080,pyra_epox,2010,2
168,3251.63,351930.1080,azox_cypr,2010,2
168,2822.03,351930.1080,tebu,2010,2
169,1171.18,16163.7361,check,2010,2
169,2396.65,16163.7361,pyra_metc,2010,2
169,2181.10,16163.7361,pico_cypr,2010,2
169,1922.38,16163.7361,cypr,2010,2
169,2278.83,16163.7361,pyra_epox,2010,2
169,2500.85,16163.7361,azox_cypr,2010,2
169,1482.08,16163.7361,tebu,2010,2
170,1682.13,37153.7323,check,2010,3
170,2648.63,37153.7323,pyra_metc,2010,3
170,3222.60,37153.7323,pico_cypr,2010,3
170,2554.33,37153.7323,cypr,2010,3
170,3026.83,37153.7323,pyra_epox,2010,3
170,3147.43,37153.7323,azox_cypr,2010,3
170,2514.48,37153.7323,tebu,2010,3
171,2290.75,30436.0414,check,2011,2
171,3181.50,30436.0414,trif_prot,2011,2
171,3315.50,30436.0414,pyra_metc,2011,2
171,3259.25,30436.0414,pico_cypr,2011,2
171,2986.50,30436.0414,cypr,2011,2
171,3311.75,30436.0414,pyra_epox,2011,2
171,3226.75,30436.0414,azox_cypr,2011,2
171,2968.25,30436.0414,tebu,2011,2
172,1963.75,57046.2582,check,2011,2
172,2716.25,57046.2582,trif_prot,2011,2
172,3008.00,57046.2582,pyra_metc,2011,2
172,2878.50,57046.2582,pico_cypr,2011,2
172,2284.50,57046.2582,cypr,2011,2
172,2860.00,57046.2582,pyra_epox,2011,2
172,2699.75,57046.2582,azox_cypr,2011,2
172,2445.25,57046.2582,tebu,2011,2
173,2372.15,59829.6218,check,2011,2
173,3112.93,59829.6218,trif_prot,2011,2
173,3060.35,59829.6218,pyra_metc,2011,2
173,3162.95,59829.6218,pico_cypr,2011,2
173,2619.00,59829.6218,cypr,2011,2
173,3171.73,59829.6218,pyra_epox,2011,2
173,3082.73,59829.6218,azox_cypr,2011,2
173,2570.65,59829.6218,tebu,2011,2
174,1590.25,32260.1403,check,2011,2
174,2368.75,32260.1403,trif_prot,2011,2
174,2287.25,32260.1403,pyra_metc,2011,2
174,2261.00,32260.1403,pico_cypr,2011,2
174,1954.75,32260.1403,cypr,2011,2
174,2273.00,32260.1403,pyra_epox,2011,2
174,2408.00,32260.1403,azox_cypr,2011,2
174,1965.00,32260.1403,tebu,2011,2
175,2272.75,74550.8126,check,2011,2
175,2548.75,74550.8126,trif_prot,2011,2
175,2968.50,74550.8126,pyra_metc,2011,2
175,2552.00,74550.8126,pico_cypr,2011,2
175,2624.25,74550.8126,cypr,2011,2
175,3054.50,74550.8126,pyra_epox,2011,2
175,2921.25,74550.8126,azox_cypr,2011,2
175,2628.75,74550.8126,tebu,2011,2
176,1908.50,91303.3921,check,2011,2
176,2230.00,91303.3921,trif_prot,2011,2
176,2552.00,91303.3921,pyra_metc,2011,2
176,2281.25,91303.3921,pico_cypr,2011,2
176,1855.25,91303.3921,cypr,2011,2
176,2347.75,91303.3921,pyra_epox,2011,2
176,2362.00,91303.3921,azox_cypr,2011,2
176,1960.00,91303.3921,tebu,2011,2
177,3215.00,64401.5858,check,2011,2
177,3689.25,64401.5858,trif_prot,2011,2
177,3558.00,64401.5858,pyra_metc,2011,2
177,3675.00,64401.5858,pico_cypr,2011,2
177,3226.75,64401.5858,cypr,2011,2
177,3933.75,64401.5858,pyra_epox,2011,2
177,3682.75,64401.5858,azox_cypr,2011,2
177,3260.75,64401.5858,tebu,2011,2
178,2273.00,27468.2427,check,2011,2
178,3341.25,27468.2427,trif_prot,2011,2
178,3617.50,27468.2427,pyra_metc,2011,2
178,3202.25,27468.2427,pico_cypr,2011,2
178,2524.50,27468.2427,cypr,2011,2
178,3206.00,27468.2427,pyra_epox,2011,2
178,3142.50,27468.2427,azox_cypr,2011,2
178,2614.50,27468.2427,tebu,2011,2
179,3918.25,192474.6392,check,2011,2
179,4103.25,192474.6392,trif_prot,2011,2
179,4499.50,192474.6392,pyra_metc,2011,2
179,4397.75,192474.6392,pico_cypr,2011,2
179,3873.50,192474.6392,cypr,2011,2
179,4394.75,192474.6392,pyra_epox,2011,2
179,4425.75,192474.6392,azox_cypr,2011,2
179,4056.00,192474.6392,tebu,2011,2
180,1450.25,30576.7843,check,2011,2
180,2099.00,30576.7843,trif_prot,2011,2
180,2485.00,30576.7843,pyra_metc,2011,2
180,2253.25,30576.7843,pico_cypr,2011,2
180,1805.50,30576.7843,cypr,2011,2
180,2359.75,30576.7843,pyra_epox,2011,2
180,2132.25,30576.7843,azox_cypr,2011,2
180,1676.00,30576.7843,tebu,2011,2
181,2318.50,16822.4643,check,2011,2
181,3042.50,16822.4643,trif_prot,2011,2
181,2922.50,16822.4643,pyra_metc,2011,2
181,3007.00,16822.4643,pico_cypr,2011,2
181,2779.25,16822.4643,cypr,2011,2
181,2910.00,16822.4643,pyra_epox,2011,2
181,2841.25,16822.4643,azox_cypr,2011,2
181,2545.25,16822.4643,tebu,2011,2
182,3026.75,45669.1653,check,2011,2
182,3964.75,45669.1653,trif_prot,2011,2
182,3895.50,45669.1653,pyra_metc,2011,2
182,3814.50,45669.1653,pico_cypr,2011,2
182,3340.75,45669.1653,cypr,2011,2
182,3610.00,45669.1653,pyra_epox,2011,2
182,3518.75,45669.1653,azox_cypr,2011,2
182,3333.75,45669.1653,tebu,2011,2
183,1653.00,47890.5760,check,2011,2
183,2407.75,47890.5760,trif_prot,2011,2
183,2128.75,47890.5760,pyra_metc,2011,2
183,2142.25,47890.5760,pico_cypr,2011,2
183,1863.75,47890.5760,cypr,2011,2
183,2257.25,47890.5760,pyra_epox,2011,2
183,2060.25,47890.5760,azox_cypr,2011,2
183,1948.75,47890.5760,tebu,2011,2
184,2597.25,73257.4206,check,2011,2
184,4325.50,73257.4206,trif_prot,2011,2
184,4081.25,73257.4206,pyra_metc,2011,2
184,3894.25,73257.4206,pico_cypr,2011,2
184,3188.25,73257.4206,cypr,2011,2
184,4067.25,73257.4206,pyra_epox,2011,2
184,3944.25,73257.4206,azox_cypr,2011,2
184,3400.00,73257.4206,tebu,2011,2
185,2713.00,28665.4153,check,2011,2
185,3167.50,28665.4153,trif_prot,2011,2
185,3360.50,28665.4153,pyra_metc,2011,2
185,3318.50,28665.4153,pico_cypr,2011,2
185,3020.00,28665.4153,cypr,2011,2
185,3208.75,28665.4153,pyra_epox,2011,2
185,3052.75,28665.4153,azox_cypr,2011,2
185,3008.00,28665.4153,tebu,2011,2
186,3850.00,276786.8619,check,2011,2
186,4203.50,276786.8619,trif_prot,2011,2
186,3751.00,276786.8619,pyra_metc,2011,2
186,3627.50,276786.8619,pico_cypr,2011,2
186,3855.25,276786.8619,cypr,2011,2
186,3815.25,276786.8619,pyra_epox,2011,2
186,3511.75,276786.8619,azox_cypr,2011,2
186,3633.25,276786.8619,tebu,2011,2
187,2963.00,52484.9286,check,2011,2
187,4175.25,52484.9286,trif_prot,2011,2
187,4061.00,52484.9286,pyra_metc,2011,2
187,4036.50,52484.9286,pico_cypr,2011,2
187,3058.00,52484.9286,cypr,2011,2
187,4140.50,52484.9286,pyra_epox,2011,2
187,3888.50,52484.9286,azox_cypr,2011,2
187,3146.25,52484.9286,tebu,2011,2
188,2170.25,53681.3440,check,2011,2
188,3533.25,53681.3440,trif_prot,2011,2
188,3513.50,53681.3440,pyra_metc,2011,2
188,3574.50,53681.3440,pico_cypr,2011,2
188,2978.50,53681.3440,cypr,2011,2
188,3494.00,53681.3440,pyra_epox,2011,2
188,3476.50,53681.3440,azox_cypr,2011,2
188,2495.00,53681.3440,tebu,2011,2
189,2469.75,47843.2691,check,2011,2
189,3788.50,47843.2691,trif_prot,2011,2
189,3764.25,47843.2691,pyra_metc,2011,2
189,3494.25,47843.2691,pico_cypr,2011,2
189,3138.00,47843.2691,cypr,2011,2
189,3398.25,47843.2691,pyra_epox,2011,2
189,3639.00,47843.2691,azox_cypr,2011,2
189,2933.00,47843.2691,tebu,2011,2
190,2886.00,91896.6865,check,2011,2
190,3122.25,91896.6865,trif_prot,2011,2
190,3536.00,91896.6865,pyra_metc,2011,2
190,3450.00,91896.6865,pico_cypr,2011,2
190,2788.75,91896.6865,cypr,2011,2
190,3502.75,91896.6865,pyra_epox,2011,2
190,3294.25,91896.6865,azox_cypr,2011,2
190,3077.75,91896.6865,tebu,2011,2
191,851.50,146996.8962,check,2011,2
191,2728.25,146996.8962,trif_prot,2011,2
191,2772.75,146996.8962,pyra_metc,2011,2
191,2270.25,146996.8962,pico_cypr,2011,2
191,1629.00,146996.8962,cypr,2011,2
191,2616.50,146996.8962,pyra_epox,2011,2
191,2763.25,146996.8962,azox_cypr,2011,2
191,1559.75,146996.8962,tebu,2011,2
192,1974.75,45141.2375,check,2012,2
192,2305.50,45141.2375,azox,2012,2
192,2669.00,45141.2375,trif_prot,2012,2
192,2545.25,45141.2375,pico_cypr,2012,2
192,2481.25,45141.2375,cypr,2012,2
192,2376.50,45141.2375,pyra_epox,2012,2
192,2505.25,45141.2375,azox_cypr,2012,2
192,2119.00,45141.2375,tebu,2012,2
193,2507.00,50684.4990,check,2012,2
193,2796.00,50684.4990,azox,2012,2
193,3054.50,50684.4990,trif_prot,2012,2
193,2740.50,50684.4990,pico_cypr,2012,2
193,2689.75,50684.4990,cypr,2012,2
193,2871.75,50684.4990,pyra_epox,2012,2
193,2799.00,50684.4990,azox_cypr,2012,2
193,2660.25,50684.4990,tebu,2012,2
194,2184.25,60940.1240,check,2012,2
194,2326.25,60940.1240,azox,2012,2
194,2497.50,60940.1240,trif_prot,2012,2
194,2440.25,60940.1240,pico_cypr,2012,2
194,2076.50,60940.1240,cypr,2012,2
194,2445.50,60940.1240,pyra_epox,2012,2
194,2686.00,60940.1240,azox_cypr,2012,2
194,2500.00,60940.1240,tebu,2012,2
195,1735.50,41989.3113,check,2012,2
195,2220.45,41989.3113,azox,2012,2
195,2995.40,41989.3113,trif_prot,2012,2
195,2872.28,41989.3113,pico_cypr,2012,2
195,1828.35,41989.3113,cypr,2012,2
195,2724.66,41989.3113,pyra_epox,2012,2
195,2649.85,41989.3113,azox_cypr,2012,2
195,1965.38,41989.3113,tebu,2012,2
196,1777.25,21921.2629,check,2012,2
196,2198.25,21921.2629,azox,2012,2
196,2589.00,21921.2629,trif_prot,2012,2
196,2363.25,21921.2629,pico_cypr,2012,2
196,1923.25,21921.2629,cypr,2012,2
196,2405.25,21921.2629,pyra_epox,2012,2
196,2435.50,21921.2629,azox_cypr,2012,2
196,1845.50,21921.2629,tebu,2012,2
197,1611.50,17499.6083,check,2012,3
197,2402.00,17499.6083,azox,2012,3
197,2911.75,17499.6083,trif_prot,2012,3
197,2644.75,17499.6083,pico_cypr,2012,3
197,1898.50,17499.6083,cypr,2012,3
197,2131.25,17499.6083,pyra_epox,2012,3
197,2723.50,17499.6083,azox_cypr,2012,3
197,1719.00,17499.6083,tebu,2012,3
198,1550.50,15938.3194,check,2012,2
198,2571.25,15938.3194,azox,2012,2
198,3273.00,15938.3194,trif_prot,2012,2
198,2823.50,15938.3194,pico_cypr,2012,2
198,2470.50,15938.3194,cypr,2012,2
198,2705.00,15938.3194,pyra_epox,2012,2
198,2988.50,15938.3194,azox_cypr,2012,2
198,2244.50,15938.3194,tebu,2012,2
199,1742.75,46280.2323,check,2012,2
199,2104.25,46280.2323,azox,2012,2
199,2340.00,46280.2323,trif_prot,2012,2
199,2515.50,46280.2323,pico_cypr,2012,2
199,2152.75,46280.2323,cypr,2012,2
199,2279.25,46280.2323,pyra_epox,2012,2
199,2109.50,46280.2323,azox_cypr,2012,2
199,2257.00,46280.2323,tebu,2012,2
200,2806.00,55385.7295,check,2012,2
200,2993.00,55385.7295,azox,2012,2
200,3459.75,55385.7295,trif_prot,2012,2
200,3189.50,55385.7295,pico_cypr,2012,2
200,2962.50,55385.7295,cypr,2012,2
200,3190.25,55385.7295,pyra_epox,2012,2
200,3153.75,55385.7295,azox_cypr,2012,2
200,3088.50,55385.7295,tebu,2012,2
201,3211.00,63940.1656,check,2012,2
201,3499.75,63940.1656,azox,2012,2
201,4036.00,63940.1656,trif_prot,2012,2
201,3719.50,63940.1656,pico_cypr,2012,2
201,3500.00,63940.1656,cypr,2012,2
201,3680.50,63940.1656,pyra_epox,2012,2
201,3794.25,63940.1656,azox_cypr,2012,2
201,3705.50,63940.1656,tebu,2012,2
202,3509.75,148153.7515,check,2012,2
202,3822.50,148153.7515,azox,2012,2
202,4288.75,148153.7515,trif_prot,2012,2
202,4120.50,148153.7515,pico_cypr,2012,2
202,4008.50,148153.7515,cypr,2012,2
202,4216.25,148153.7515,pyra_epox,2012,2
202,4175.25,148153.7515,azox_cypr,2012,2
202,4376.00,148153.7515,tebu,2012,2
203,1764.50,62640.6708,check,2012,3
203,2901.25,62640.6708,azox,2012,3
203,3567.75,62640.6708,trif_prot,2012,3
203,3327.25,62640.6708,pico_cypr,2012,3
203,2401.00,62640.6708,cypr,2012,3
203,3548.50,62640.6708,pyra_epox,2012,3
203,2685.00,62640.6708,azox_cypr,2012,3
203,2600.25,62640.6708,tebu,2012,3
204,944.00,28744.6156,check,2012,3
204,1403.25,28744.6156,azox,2012,3
204,1973.00,28744.6156,trif_prot,2012,3
204,1516.75,28744.6156,pico_cypr,2012,3
204,965.25,28744.6156,cypr,2012,3
204,1474.00,28744.6156,pyra_epox,2012,3
204,1624.75,28744.6156,azox_cypr,2012,3
204,983.00,28744.6156,tebu,2012,3
205,1552.00,12349.1323,check,2012,2
205,2037.50,12349.1323,azox,2012,2
205,2141.00,12349.1323,trif_prot,2012,2
205,2166.25,12349.1323,pico_cypr,2012,2
205,1937.75,12349.1323,cypr,2012,2
205,2214.50,12349.1323,pyra_epox,2012,2
205,2131.25,12349.1323,azox_cypr,2012,2
205,1806.50,12349.1323,tebu,2012,2
207,3514.25,61577.5931,check,2012,2
207,3913.25,61577.5931,azox,2012,2
207,4176.75,61577.5931,trif_prot,2012,2
207,4090.00,61577.5931,pico_cypr,2012,2
207,4071.25,61577.5931,cypr,2012,2
207,3854.25,61577.5931,pyra_epox,2012,2
207,4096.25,61577.5931,azox_cypr,2012,2
207,4285.50,61577.5931,tebu,2012,2
209,3642.75,78908.0965,check,2013,2
209,4239.00,78908.0965,azox,2013,2
209,4741.75,78908.0965,trif_prot,2013,2
209,4419.50,78908.0965,cypr,2013,2
209,4355.50,78908.0965,pyra_epox,2013,2
209,4516.75,78908.0965,azox_cypr,2013,2
209,4308.25,78908.0965,tebu,2013,2
210,2738.02,92384.5109,check,2013,2
210,2402.80,92384.5109,azox,2013,2
210,2734.45,92384.5109,trif_prot,2013,2
210,2400.70,92384.5109,pico_cypr,2013,2
210,2561.50,92384.5109,cypr,2013,2
210,2551.07,92384.5109,pyra_epox,2013,2
210,2427.51,92384.5109,azox_cypr,2013,2
210,2783.21,92384.5109,tebu,2013,2
211,1997.25,111510.1538,check,2013,3
211,2342.50,111510.1538,azox,2013,3
211,2698.25,111510.1538,trif_prot,2013,3
211,2246.75,111510.1538,pico_cypr,2013,3
211,2543.25,111510.1538,cypr,2013,3
211,2401.50,111510.1538,pyra_epox,2013,3
211,2391.25,111510.1538,azox_cypr,2013,3
211,2326.25,111510.1538,tebu,2013,3
212,2571.13,10899.6513,check,2013,3
212,2674.33,10899.6513,azox,2013,3
212,2846.05,10899.6513,trif_prot,2013,3
212,2759.35,10899.6513,pico_cypr,2013,3
212,2703.98,10899.6513,cypr,2013,3
212,3071.78,10899.6513,pyra_epox,2013,3
212,3108.08,10899.6513,azox_cypr,2013,3
212,2759.15,10899.6513,tebu,2013,3
213,2694.18,20112.6153,check,2013,2
213,2949.88,20112.6153,azox,2013,2
213,3041.15,20112.6153,trif_prot,2013,2
213,2808.98,20112.6153,pico_cypr,2013,2
213,2820.75,20112.6153,cypr,2013,2
213,2996.30,20112.6153,pyra_epox,2013,2
213,2961.23,20112.6153,azox_cypr,2013,2
213,2835.05,20112.6153,tebu,2013,2
214,1344.75,140735.7105,check,2013,3
214,1522.75,140735.7105,azox,2013,3
214,2903.25,140735.7105,trif_prot,2013,3
214,2251.50,140735.7105,pico_cypr,2013,3
214,1753.00,140735.7105,cypr,2013,3
214,1574.75,140735.7105,pyra_epox,2013,3
214,2217.25,140735.7105,azox_cypr,2013,3
214,1400.00,140735.7105,tebu,2013,3
215,691.25,10476.8397,check,2013,2
215,687.00,10476.8397,azox,2013,2
215,982.25,10476.8397,trif_prot,2013,2
215,775.50,10476.8397,pico_cypr,2013,2
215,940.75,10476.8397,cypr,2013,2
215,756.25,10476.8397,pyra_epox,2013,2
215,868.00,10476.8397,azox_cypr,2013,2
215,834.75,10476.8397,tebu,2013,2
216,1876.25,78810.8109,check,2013,2
216,1884.75,78810.8109,azox,2013,2
216,2771.25,78810.8109,trif_prot,2013,2
216,2493.50,78810.8109,pico_cypr,2013,2
216,2387.00,78810.8109,cypr,2013,2
216,2255.75,78810.8109,pyra_epox,2013,2
216,2235.00,78810.8109,azox_cypr,2013,2
216,2091.25,78810.8109,tebu,2013,2
217,1629.18,36110.9152,check,2013,2
217,1706.23,36110.9152,azox,2013,2
217,1834.28,36110.9152,trif_prot,2013,2
217,1922.45,36110.9152,pico_cypr,2013,2
217,1991.53,36110.9152,cypr,2013,2
217,1832.43,36110.9152,pyra_epox,2013,2
217,2063.33,36110.9152,azox_cypr,2013,2
217,1956.25,36110.9152,tebu,2013,2
218,2647.50,265760.1205,check,2013,2
218,2962.75,265760.1205,azox,2013,2
218,2164.25,265760.1205,trif_prot,2013,2
218,2645.00,265760.1205,pico_cypr,2013,2
218,2640.00,265760.1205,cypr,2013,2
218,2638.25,265760.1205,pyra_epox,2013,2
218,3196.25,265760.1205,azox_cypr,2013,2
218,2807.25,265760.1205,tebu,2013,2
220,2372.75,55245.3854,check,2013,2
220,2562.00,55245.3854,azox,2013,2
220,2958.00,55245.3854,trif_prot,2013,2
220,2639.00,55245.3854,pico_cypr,2013,2
220,2541.50,55245.3854,cypr,2013,2
220,2739.75,55245.3854,pyra_epox,2013,2
220,2558.50,55245.3854,azox_cypr,2013,2
220,2593.00,55245.3854,tebu,2013,2
221,1890.75,40404.6934,check,2013,3
221,2268.00,40404.6934,azox,2013,3
221,2503.75,40404.6934,trif_prot,2013,3
221,2477.75,40404.6934,pico_cypr,2013,3
221,1970.50,40404.6934,cypr,2013,3
221,2386.25,40404.6934,pyra_epox,2013,3
221,2408.50,40404.6934,azox_cypr,2013,3
221,2088.25,40404.6934,tebu,2013,3
222,2141.25,73167.7070,check,2013,3
222,2329.50,73167.7070,azox,2013,3
222,3008.50,73167.7070,trif_prot,2013,3
222,2884.00,73167.7070,pico_cypr,2013,3
222,2442.50,73167.7070,cypr,2013,3
222,2849.75,73167.7070,pyra_epox,2013,3
222,2868.00,73167.7070,azox_cypr,2013,3
222,2308.25,73167.7070,tebu,2013,3
223,2108.25,120790.2487,check,2013,2
223,2783.75,120790.2487,azox,2013,2
223,3236.75,120790.2487,trif_prot,2013,2
223,3083.75,120790.2487,pico_cypr,2013,2
223,2696.75,120790.2487,cypr,2013,2
223,3290.00,120790.2487,pyra_epox,2013,2
223,2913.00,120790.2487,azox_cypr,2013,2
223,2929.50,120790.2487,tebu,2013,2
224,2401.50,111006.5729,check,2013,2
224,2783.25,111006.5729,azox,2013,2
224,2943.00,111006.5729,trif_prot,2013,2
224,2787.50,111006.5729,pico_cypr,2013,2
224,2421.25,111006.5729,cypr,2013,2
224,3069.50,111006.5729,pyra_epox,2013,2
224,2614.75,111006.5729,azox_cypr,2013,2
224,2435.75,111006.5729,tebu,2013,2
226,2200.25,32020.2118,check,2013,2
226,2814.25,32020.2118,azox,2013,2
226,3296.75,32020.2118,trif_prot,2013,2
226,3043.50,32020.2118,pico_cypr,2013,2
226,2637.25,32020.2118,cypr,2013,2
226,3189.50,32020.2118,pyra_epox,2013,2
226,2750.75,32020.2118,azox_cypr,2013,2
226,2632.75,32020.2118,tebu,2013,2
227,1611.50,68050.8389,check,2013,3
227,2409.25,68050.8389,azox,2013,3
227,2892.75,68050.8389,trif_prot,2013,3
227,2867.75,68050.8389,pico_cypr,2013,3
227,2163.75,68050.8389,cypr,2013,3
227,2664.25,68050.8389,pyra_epox,2013,3
227,2772.75,68050.8389,azox_cypr,2013,3
227,1923.75,68050.8389,tebu,2013,3
228,3074.50,8520.7062,check,2013,3
228,3398.50,8520.7062,azox,2013,3
228,3820.25,8520.7062,trif_prot,2013,3
228,3604.75,8520.7062,pico_cypr,2013,3
228,3389.75,8520.7062,cypr,2013,3
228,3313.00,8520.7062,pyra_epox,2013,3
228,3377.00,8520.7062,azox_cypr,2013,3
228,3280.25,8520.7062,tebu,2013,3
229,2625.78,10328.6337,check,2013,2
229,3057.68,10328.6337,azox,2013,2
229,3697.90,10328.6337,trif_prot,2013,2
229,3306.53,10328.6337,pico_cypr,2013,2
229,3194.00,10328.6337,cypr,2013,2
229,3201.80,10328.6337,pyra_epox,2013,2
229,3306.08,10328.6337,azox_cypr,2013,2
229,3089.93,10328.6337,tebu,2013,2
230,1116.00,47528.8697,check,2013,3
230,1505.50,47528.8697,azox,2013,3
230,2914.50,47528.8697,trif_prot,2013,3
230,2340.00,47528.8697,pico_cypr,2013,3
230,1353.50,47528.8697,cypr,2013,3
230,1692.00,47528.8697,pyra_epox,2013,3
230,2066.25,47528.8697,azox_cypr,2013,3
230,1416.75,47528.8697,tebu,2013,3
231,2875.75,40869.5598,check,2013,2
231,3117.75,40869.5598,azox,2013,2
231,3582.50,40869.5598,trif_prot,2013,2
231,3415.25,40869.5598,pico_cypr,2013,2
