trial,yield,mse,active_ingredient,year,spray
231,3091.25,40869.5598,cypr,2013,2
231,3358.50,40869.5598,pyra_epox,2013,2
231,3331.25,40869.5598,azox_cypr,2013,2
231,3130.25,40869.5598,tebu,2013,2
232,2594.50,144547.2203,check,2014,3
232,2252.75,144547.2203,azox,2014,3
232,2225.25,144547.2203,trif_prot,2014,3
232,2480.50,144547.2203,pyra_metc,2014,3
232,2413.75,144547.2203,pico_cypr,2014,3
232,2228.00,144547.2203,cypr,2014,3
232,2433.50,144547.2203,pyra_epox,2014,3
232,2413.75,144547.2203,azox_cypr,2014,3
232,2361.00,144547.2203,tebu,2014,3
233,3086.00,93388.3127,check,2014,3
233,3166.50,93388.3127,azox,2014,3
233,3491.25,93388.3127,trif_prot,2014,3
233,3074.00,93388.3127,pyra_metc,2014,3
233,3354.25,93388.3127,pico_cypr,2014,3
233,3066.75,93388.3127,cypr,2014,3
233,3200.25,93388.3127,pyra_epox,2014,3
233,3546.50,93388.3127,azox_cypr,2014,3
233,3094.25,93388.3127,tebu,2014,3
234,1997.50,52375.6502,check,2014,2
234,1826.00,52375.6502,azox,2014,2
234,2293.75,52375.6502,trif_prot,2014,2
234,2265.50,52375.6502,pyra_metc,2014,2
234,2117.00,52375.6502,pico_cypr,2014,2
234,2081.25,52375.6502,cypr,2014,2
234,2068.00,52375.6502,pyra_epox,2014,2
234,2195.25,52375.6502,azox_cypr,2014,2
234,1980.00,52375.6502,tebu,2014,2
235,1642.00,57955.4351,check,2014,2
235,1608.00,57955.4351,azox,2014,2
235,2399.50,57955.4351,trif_prot,2014,2
235,1662.25,57955.4351,pyra_metc,2014,2
235,1972.75,57955.4351,pico_cypr,2014,2
235,1960.50,57955.4351,cypr,2014,2
235,1493.50,57955.4351,pyra_epox,2014,2
235,1866.00,57955.4351,azox_cypr,2014,2
235,1688.00,57955.4351,tebu,2014,2
236,1100.50,56377.6052,check,2014,3
236,1234.75,56377.6052,azox,2014,3
236,1711.25,56377.6052,trif_prot,2014,3
236,1325.00,56377.6052,pyra_metc,2014,3
236,1368.25,56377.6052,pico_cypr,2014,3
236,1258.75,56377.6052,cypr,2014,3
236,1094.50,56377.6052,pyra_epox,2014,3
236,1326.25,56377.6052,azox_cypr,2014,3
236,1308.00,56377.6052,tebu,2014,3
237,1626.25,52575.2386,check,2014,3
237,1879.25,52575.2386,azox,2014,3
237,3748.25,52575.2386,trif_prot,2014,3
237,2401.75,52575.2386,pyra_metc,2014,3
237,2724.00,52575.2386,pico_cypr,2014,3
237,1981.25,52575.2386,cypr,2014,3
237,2259.75,52575.2386,pyra_epox,2014,3
237,2437.00,52575.2386,azox_cypr,2014,3
237,1786.00,52575.2386,tebu,2014,3
238,1535.00,10690.5582,check,2014,3
238,1608.00,10690.5582,azox,2014,3
238,2837.00,10690.5582,trif_prot,2014,3
238,1608.00,10690.5582,pyra_metc,2014,3
238,2218.00,10690.5582,pico_cypr,2014,3
238,1678.75,10690.5582,cypr,2014,3
238,1749.50,10690.5582,pyra_epox,2014,3
238,1968.25,10690.5582,azox_cypr,2014,3
238,1631.50,10690.5582,tebu,2014,3
239,2341.75,68145.3334,check,2014,2
239,2879.00,68145.3334,azox,2014,2
239,3350.25,68145.3334,trif_prot,2014,2
239,3018.00,68145.3334,pyra_metc,2014,2
239,3382.25,68145.3334,pico_cypr,2014,2
239,2730.00,68145.3334,cypr,2014,2
239,3092.50,68145.3334,pyra_epox,2014,2
239,3257.00,68145.3334,azox_cypr,2014,2
239,2597.00,68145.3334,tebu,2014,2
240,1620.38,18031.2689,check,2014,3
240,1733.80,18031.2689,azox,2014,3
240,2946.90,18031.2689,trif_prot,2014,3
240,1931.18,18031.2689,pyra_metc,2014,3
240,2576.05,18031.2689,pico_cypr,2014,3
240,2370.20,18031.2689,cypr,2014,3
240,2001.08,18031.2689,pyra_epox,2014,3
240,2530.55,18031.2689,azox_cypr,2014,3
240,1926.88,18031.2689,tebu,2014,3
241,1767.05,11672.5066,check,2014,2
241,1862.53,11672.5066,azox,2014,2
241,1915.65,11672.5066,trif_prot,2014,2
241,2246.08,11672.5066,pyra_metc,2014,2
241,2197.58,11672.5066,pico_cypr,2014,2
241,1850.53,11672.5066,cypr,2014,2
241,2126.28,11672.5066,pyra_epox,2014,2
241,1901.78,11672.5066,azox_cypr,2014,2
241,1951.30,11672.5066,tebu,2014,2
242,2004.75,52990.7013,check,2014,
242,2121.00,52990.7013,azox,2014,
242,2969.00,52990.7013,trif_prot,2014,
242,2647.50,52990.7013,pyra_metc,2014,
242,2451.00,52990.7013,pico_cypr,2014,
242,2589.50,52990.7013,cypr,2014,
242,2645.25,52990.7013,pyra_epox,2014,
242,2779.00,52990.7013,azox_cypr,2014,
242,2526.75,52990.7013,tebu,2014,
243,642.50,8374.4431,check,2014,3
243,753.50,8374.4431,azox,2014,3
243,1391.50,8374.4431,trif_prot,2014,3
243,799.50,8374.4431,pyra_metc,2014,3
243,1178.50,8374.4431,pico_cypr,2014,3
243,812.50,8374.4431,cypr,2014,3
243,802.50,8374.4431,pyra_epox,2014,3
243,952.50,8374.4431,azox_cypr,2014,3
243,798.50,8374.4431,tebu,2014,3
244,2082.75,30080.3317,check,2014,3
244,2450.50,30080.3317,azox,2014,3
244,2968.50,30080.3317,trif_prot,2014,3
244,2593.25,30080.3317,pyra_metc,2014,3
244,2530.25,30080.3317,pico_cypr,2014,3
244,2617.75,30080.3317,cypr,2014,3
244,2524.75,30080.3317,pyra_epox,2014,3
244,2608.00,30080.3317,azox_cypr,2014,3
244,2471.25,30080.3317,tebu,2014,3
245,1430.22,31201.1334,check,2014,3
245,1795.05,31201.1334,azox,2014,3
245,2608.75,31201.1334,trif_prot,2014,3
245,2039.47,31201.1334,pyra_metc,2014,3
245,2378.88,31201.1334,pico_cypr,2014,3
245,1891.29,31201.1334,cypr,2014,3
245,2010.09,31201.1334,pyra_epox,2014,3
245,2111.56,31201.1334,azox_cypr,2014,3
245,1680.38,31201.1334,tebu,2014,3
246,1986.50,93961.2935,check,2014,2
246,1997.00,93961.2935,azox,2014,2
246,1968.25,93961.2935,trif_prot,2014,2
246,2302.25,93961.2935,pyra_metc,2014,2
246,2023.00,93961.2935,pico_cypr,2014,2
246,2045.75,93961.2935,cypr,2014,2
246,2013.00,93961.2935,pyra_epox,2014,2
246,1954.25,93961.2935,azox_cypr,2014,2
246,1988.00,93961.2935,tebu,2014,2
247,2679.75,13248.7405,check,2014,2
247,2766.50,13248.7405,azox,2014,2
247,3165.00,13248.7405,trif_prot,2014,2
247,3123.50,13248.7405,pyra_metc,2014,2
247,3145.75,13248.7405,pico_cypr,2014,2
247,2887.50,13248.7405,cypr,2014,2
247,2907.75,13248.7405,pyra_epox,2014,2
247,3074.00,13248.7405,azox_cypr,2014,2
247,2839.75,13248.7405,tebu,2014,2
248,2004.25,30856.2627,check,2014,3
248,1960.25,30856.2627,azox,2014,3
248,2979.00,30856.2627,trif_prot,2014,3
248,1877.25,30856.2627,pyra_metc,2014,3
248,2335.00,30856.2627,pico_cypr,2014,3
248,2204.50,30856.2627,cypr,2014,3
248,2032.75,30856.2627,pyra_epox,2014,3
248,2427.00,30856.2627,azox_cypr,2014,3
248,1895.50,30856.2627,tebu,2014,3
249,3261.75,65583.0681,check,2014,2
249,3442.25,65583.0681,azox,2014,2
249,3757.75,65583.0681,trif_prot,2014,2
249,3369.25,65583.0681,pyra_metc,2014,2
249,3640.25,65583.0681,pico_cypr,2014,2
249,3613.00,65583.0681,cypr,2014,2
249,3522.50,65583.0681,pyra_epox,2014,2
249,3648.50,65583.0681,azox_cypr,2014,2
249,3351.50,65583.0681,tebu,2014,2
250,2248.50,11344.5485,check,2014,2
250,2328.75,11344.5485,azox,2014,2
250,2807.00,11344.5485,trif_prot,2014,2
250,2346.75,11344.5485,pyra_metc,2014,2
250,2542.75,11344.5485,pico_cypr,2014,2
250,2427.25,11344.5485,cypr,2014,2
250,2440.50,11344.5485,pyra_epox,2014,2
250,2571.25,11344.5485,azox_cypr,2014,2
250,2284.75,11344.5485,tebu,2014,2
251,2342.75,43631.9785,check,2014,2
251,2618.25,43631.9785,azox,2014,2
251,3402.50,43631.9785,trif_prot,2014,2
251,3391.25,43631.9785,pyra_metc,2014,2
251,3118.00,43631.9785,pico_cypr,2014,2
251,2729.50,43631.9785,cypr,2014,2
251,3053.00,43631.9785,pyra_epox,2014,2
251,3101.75,43631.9785,azox_cypr,2014,2
251,2734.75,43631.9785,tebu,2014,2
