trial,severity,mse,active_ingredient,year,spray
227,16.8,25.03053,pyra_epox,2013,3
77,16.9,31.70614,azox,2007,2
139,16.9,16.48810,tebu,2009,2
32,17.0,8.88889,tebu,2006,2
204,17.0,10.64722,cypr,2012,3
239,17.0,12.04741,pyra_metc,2014,2
69,17.2,26.34440,azox_cypr,2007,2
74,17.3,69.31855,azox_cypr,2007,2
145,17.3,25.53655,pico_cypr,2010,2
188,17.3,29.87248,pyra_metc,2011,2
246,17.5,27.60144,cypr,2014,2
23,17.5,8.68056,cypr,2006,
63,17.5,48.03922,azox_cypr,2007,2
227,17.5,25.03053,azox_cypr,2013,3
239,17.5,12.04741,pico_cypr,2014,2
165,17.5,12.79339,pyra_epox,2010,2
136,17.6,34.23713,tebu,2009,2
123,17.6,1.45590,check,2009,2
132,17.7,28.07652,trif_prot,2009,2
19,17.7,0.10390,check,2005,2
131,17.7,11.28952,tebu,2009,3
134,17.8,1.50873,tebu,2009,
202,17.8,9.90909,tebu,2012,2
225,17.8,31.76616,azox,2013,3
219,17.9,10.11219,cypr,2013,3
164,18.0,118.85658,cypr,2010,2
201,18.0,25.44340,pyra_epox,2012,2
233,18.0,13.58053,cypr,2014,3
238,18.0,1.87802,trif_prot,2014,3
249,18.0,1.22953,tebu,2014,2
225,18.0,31.76616,tebu,2013,3
23,18.1,8.68056,tebu,2006,
239,18.3,12.04741,pyra_epox,2014,2
239,18.3,12.04741,azox_cypr,2014,2
154,18.4,9.61924,cypr,2010,2
233,18.4,13.58053,pyra_epox,2014,3
165,18.5,12.79339,azox_cypr,2010,2
157,18.5,3.07658,pyra_metc,2010,2
228,18.5,1.78622,cypr,2013,3
188,18.7,29.87248,azox_cypr,2011,2
129,18.8,5.01111,tebu,2009,2
207,18.8,0.32639,azox,2012,2
235,18.8,15.77622,cypr,2014,2
74,18.9,69.31855,tebu,2007,2
174,19.0,37.16914,pyra_epox,2011,2
241,19.1,15.68549,trif_prot,2014,2
233,19.1,13.58053,tebu,2014,3
59,19.2,9.70913,pyra_epox,2007,2
189,19.3,2.98095,tebu,2011,2
125,19.4,2.18833,tebu,2009,3
106,19.6,27.16694,tebu,2009,3
157,19.8,3.07658,pyra_epox,2010,2
171,19.8,5.71215,pyra_metc,2011,2
198,19.8,9.63507,pico_cypr,2012,2
207,19.8,0.32639,cypr,2012,2
94,19.8,0.06300,check,2009,3
174,19.9,37.16914,trif_prot,2011,2
63,20.0,48.03922,pyra_epox,2007,2
134,20.0,1.50873,azox_cypr,2009,
164,20.0,118.85658,pyra_metc,2010,2
174,20.0,37.16914,pico_cypr,2011,2
183,20.0,16.55883,tebu,2011,2
201,20.0,25.44340,trif_prot,2012,2
211,20.0,160.71324,trif_prot,2013,3
215,20.0,69.97863,trif_prot,2013,2
247,20.0,7.69267,trif_prot,2014,2
250,20.0,4.57996,trif_prot,2014,2
158,20.1,7.43021,cypr,2010,
211,20.2,160.71324,pico_cypr,2013,3
102,20.3,13.95629,azox_cypr,2009,2
40,20.3,40.76914,cypr,2007,2
171,20.5,5.71215,pico_cypr,2011,2
206,20.5,0.93333,cypr,2012,2
235,20.5,15.77622,azox_cypr,2014,2
251,20.5,0.45000,cypr,2014,2
108,20.6,7.40093,tebu,2009,2
6,20.7,37.79470,check,2005,2
223,20.7,71.92403,tebu,2013,2
10,20.8,8.57650,check,2005,2
134,21.0,1.50873,trif_prot,2009,
157,21.1,3.07658,tebu,2010,2
157,21.1,3.07658,azox_cypr,2010,2
188,21.1,29.87248,pyra_epox,2011,2
150,21.3,12.41987,pico_cypr,2010,2
171,21.3,5.71215,pyra_epox,2011,2
183,21.3,16.55883,cypr,2011,2
228,21.3,1.78622,tebu,2013,3
25,21.3,17.13778,tebu,2006,2
92,21.3,76.64312,tebu,2009,2
28,21.4,92.71949,tebu,2006,2
27,21.7,32.56216,cypr,2006,2
197,21.8,2.41944,pico_cypr,2012,3
197,21.8,2.41944,azox_cypr,2012,3
244,21.8,28.18987,pyra_metc,2014,3
145,21.8,25.53655,azox_cypr,2010,2
172,21.9,17.74669,pyra_epox,2011,2
172,22.0,17.74669,pyra_metc,2011,2
37,22.0,519.11825,cypr,2006,2
198,22.0,9.63507,pyra_epox,2012,2
229,22.2,4.42391,tebu,2013,2
25,22.3,17.13778,cypr,2006,2
95,22.3,4.09635,pico_cypr,2009,2
22,22.4,4.64200,check,2006,2
55,22.4,9.66726,tebu,2007,2
172,22.4,17.74669,trif_prot,2011,2
66,22.5,36.38628,azox_cypr,2007,2
180,22.5,37.39107,trif_prot,2011,2
226,22.5,74.28072,pyra_epox,2013,2
165,22.6,12.79339,tebu,2010,2
102,22.7,13.95629,pico_cypr,2009,2
157,22.7,3.07658,pico_cypr,2010,2
213,22.9,3.66930,check,2013,2
102,22.9,13.95629,pyra_epox,2009,2
71,23.0,44.67594,pyra_epox,2007,2
177,23.0,50.33197,pyra_metc,2011,2
198,23.0,9.63507,azox_cypr,2012,2
200,23.0,4.01285,tebu,2012,2
226,23.0,74.28072,trif_prot,2013,2
247,23.0,7.69267,pico_cypr,2014,2
86,23.1,13.95273,tebu,2008,
172,23.1,17.74669,pico_cypr,2011,2
157,23.1,3.07658,cypr,2010,2
233,23.1,13.58053,azox,2014,3
30,23.2,4.59520,check,2006,2
242,23.2,9.05476,pico_cypr,2014,
95,23.3,4.09635,azox_cypr,2009,2
197,23.3,2.41944,pyra_epox,2012,3
206,23.3,0.93333,tebu,2012,2
237,23.3,27.19569,trif_prot,2014,3
229,23.3,4.42391,cypr,2013,2
80,23.5,3.81511,tebu,2008,2
120,23.5,4.79048,tebu,2009,2
211,23.5,160.71324,azox_cypr,2013,3
74,23.6,69.31855,pyra_epox,2007,2
157,23.7,3.07660,check,2010,2
180,23.8,37.39107,pyra_metc,2011,2
59,23.8,9.70913,azox,2007,2
87,23.9,14.86690,check,2008,
68,24.2,14.30184,azox,2007,2
189,24.3,2.98100,check,2011,2
135,24.4,19.38492,trif_prot,2009,2
166,24.4,0.18810,check,2010,2
69,24.4,26.34440,pyra_epox,2007,2
188,24.5,29.87248,pico_cypr,2011,2
170,24.5,3.66239,pico_cypr,2010,3
244,24.5,28.18987,pico_cypr,2014,3
12,24.8,10.92988,tebu,2005,2
103,24.8,27.17640,check,2009,3
109,24.8,16.89974,pico_cypr,2009,2
171,24.8,5.71215,trif_prot,2011,2
244,24.8,28.18987,pyra_epox,2014,3
31,25.0,23.70635,tebu,2006,2
46,25.0,46.52903,tebu,2007,2
171,25.0,5.71215,azox_cypr,2011,2
175,25.0,5.18648,trif_prot,2011,2
222,25.2,78.67347,trif_prot,2013,3
169,25.3,2.76496,tebu,2010,2
60,25.5,10.84330,tebu,2007,2
71,25.5,44.67594,azox,2007,2
109,25.5,16.89974,pyra_epox,2009,2
77,25.6,31.70610,check,2007,2
26,25.6,303.11364,tebu,2006,2
110,25.6,16.46864,azox_cypr,2009,3
60,25.8,10.84330,pyra_epox,2007,2
128,25.8,11.68610,check,2009,3
21,26.3,19.14683,tebu,2006,2
104,26.3,12.08496,pyra_epox,2009,2
161,26.3,10.64645,cypr,2010,2
175,26.3,5.18648,pyra_metc,2011,2
251,26.3,0.45000,azox,2014,2
100,26.3,20.54338,tebu,2009,3
126,26.6,0.05910,check,2009,2
170,26.8,3.66239,pyra_epox,2010,3
170,26.8,3.66239,azox_cypr,2010,3
214,26.8,93.58307,trif_prot,2013,3
165,27.0,12.79339,cypr,2010,2
199,27.0,54.00694,trif_prot,2012,2
230,27.0,127.28098,trif_prot,2013,3
251,27.0,0.45000,check,2014,2
69,27.2,26.34440,azox,2007,2
60,27.3,10.84330,azox_cypr,2007,2
74,27.3,69.31855,azox,2007,2
90,27.3,3.94954,tebu,2009,3
72,27.5,131.57095,azox_cypr,2007,2
150,27.5,12.41987,pyra_metc,2010,2
164,27.5,118.85658,pico_cypr,2010,2
172,27.6,17.74669,azox_cypr,2011,2
238,27.6,1.87802,pico_cypr,2014,3
119,27.7,2.87570,check,2009,3
48,27.7,24.52875,tebu,2007,2
229,27.7,4.42390,check,2013,2
143,27.8,51.42749,pyra_metc,2010,2
248,28.0,80.11940,trif_prot,2014,3
175,28.1,5.18648,pico_cypr,2011,2
12,28.3,10.92988,azox_cypr,2005,2
199,28.3,54.00694,pico_cypr,2012,2
143,28.6,51.42749,pico_cypr,2010,2
143,28.6,51.42749,pyra_epox,2010,2
211,28.6,160.71324,cypr,2013,3
109,28.8,16.89974,azox_cypr,2009,2
127,28.8,5.48432,tebu,2009,2
135,28.8,19.38492,azox_cypr,2009,2
175,28.8,5.18648,pyra_epox,2011,2
223,28.8,71.92403,azox,2013,2
133,29.0,3.06349,pyra_metc,2009,2
250,29.0,4.57996,pico_cypr,2014,2
233,29.1,13.58050,check,2014,3
95,29.3,4.09635,pyra_epox,2009,2
199,29.3,54.00694,pyra_epox,2012,2
227,29.3,25.03053,azox,2013,3
70,29.4,5.52170,check,2007,2
245,29.4,23.52286,trif_prot,2014,3
39,29.4,20.14760,check,2007,2
54,29.7,39.31650,check,2007,2
112,29.8,90.67274,pyra_epox,2009,2
164,29.8,118.85658,pyra_epox,2010,2
170,29.8,3.66239,pyra_metc,2010,3
243,29.8,5.36272,pico_cypr,2014,3
31,30.0,23.70635,cypr,2006,2
46,30.0,46.52903,cypr,2007,2
76,30.0,14.94828,pyra_epox,2007,2
180,30.0,37.39107,pyra_epox,2011,2
199,30.0,54.00694,azox_cypr,2012,2
249,30.0,1.22950,check,2014,2
86,30.2,13.95270,check,2008,
138,30.3,14.77937,azox_cypr,2009,2
226,30.5,74.28072,pico_cypr,2013,2
241,30.6,15.68549,pico_cypr,2014,2
175,30.6,5.18648,azox_cypr,2011,2
44,30.8,41.00379,tebu,2007,2
32,31.0,8.88889,cypr,2006,2
181,31.1,43.46405,cypr,2011,2
97,31.1,18.23483,tebu,2009,3
21,31.3,19.14683,cypr,2006,2
198,31.3,9.63507,azox,2012,2
195,31.3,5.74013,trif_prot,2012,2
41,31.4,19.56324,tebu,2007,2
68,31.4,14.30184,tebu,2007,2
49,31.6,38.89591,cypr,2007,2
66,31.7,36.38628,pyra_epox,2007,2
161,31.9,10.64645,tebu,2010,2
185,31.9,32.22233,cypr,2011,2
143,32.0,51.42749,azox_cypr,2010,2
115,32.0,1.40317,tebu,2009,3
159,32.0,44.15730,cypr,2010,
68,32.2,14.30184,pyra_epox,2007,2
71,32.3,44.67594,tebu,2007,2
96,32.3,16.60406,azox_cypr,2009,2
75,32.4,26.41840,check,2007,2
118,32.5,37.49762,pyra_metc,2009,3
180,32.5,37.39107,pico_cypr,2011,2
215,32.5,69.97863,azox_cypr,2013,2
48,32.5,24.52875,cypr,2007,2
195,32.7,5.74013,pico_cypr,2012,2
76,32.8,14.94828,azox_cypr,2007,2
155,32.8,20.42122,tebu,2010,2
122,32.9,5.51590,tebu,2009,3
58,33.0,6.75530,check,2007,2
154,33.2,9.61924,tebu,2010,2
138,33.3,14.77937,trif_prot,2009,2
203,33.3,116.98889,pico_cypr,2012,3
42,33.5,2.00319,tebu,2007,2
188,33.6,29.87248,cypr,2011,2
124,33.6,14.34246,tebu,2009,
111,33.7,27.74610,check,2009,2
110,33.8,16.46864,pico_cypr,2009,3
215,33.8,69.97863,pico_cypr,2013,2
95,34.0,4.09635,tebu,2009,2
121,34.0,3.04921,trif_prot,2009,2
51,34.1,46.29786,tebu,2007,2
120,34.3,4.79050,check,2009,2
224,34.4,40.83480,check,2013,2
28,34.9,92.71949,cypr,2006,2
104,35.0,12.08496,tebu,2009,2
113,35.0,12.39149,pyra_epox,2009,
150,35.0,12.41987,azox_cypr,2010,2
239,35.0,12.04741,azox,2014,2
147,35.1,8.93935,cypr,2010,3
170,35.3,3.66239,tebu,2010,3
204,35.3,10.64720,check,2012,3
247,35.3,7.69267,pyra_metc,2014,2
73,35.3,13.29962,azox_cypr,2007,2
223,35.4,71.92403,cypr,2013,2
66,35.4,36.38628,azox,2007,2
112,35.5,90.67274,azox_cypr,2009,2
241,35.7,15.68549,azox_cypr,2014,2
138,35.8,14.77937,tebu,2009,2
79,35.8,35.48769,pico_cypr,2008,2
170,36.0,3.66239,cypr,2010,3
203,36.0,116.98889,pyra_epox,2012,3
250,36.0,4.57996,azox_cypr,2014,2
112,36.1,90.67274,tebu,2009,2
211,36.2,160.71324,azox,2013,3
110,36.3,16.46864,pyra_epox,2009,3
199,36.3,54.00694,tebu,2012,2
215,36.3,69.97863,cypr,2013,2
215,36.3,69.97863,pyra_epox,2013,2
247,36.3,7.69267,azox_cypr,2014,2
88,36.5,69.98940,check,2008,
34,36.5,4.46520,check,2006,2
107,36.5,16.49680,check,2009,2
132,36.5,28.07650,check,2009,2
184,36.6,24.19623,cypr,2011,2
20,36.6,98.31029,cypr,2006,2
76,36.8,14.94828,azox,2007,2
79,36.8,35.48769,azox_cypr,2008,2
173,36.9,3.75288,cypr,2011,2
168,36.9,16.11490,check,2010,2
112,37.0,90.67274,pico_cypr,2009,2
194,37.0,33.86840,check,2012,2
250,37.0,4.57996,pyra_metc,2014,2
2,37.0,9.83280,check,2005,2
66,37.1,36.38628,tebu,2007,2
182,37.1,0.48713,cypr,2011,2
227,37.3,25.03053,cypr,2013,3
184,37.3,24.19623,tebu,2011,2
64,37.5,89.62610,azox_cypr,2007,2
177,37.5,50.33197,trif_prot,2011,2
177,37.5,50.33197,pyra_epox,2011,2
204,37.5,10.64722,tebu,2012,3
220,37.5,43.27491,cypr,2013,2
235,37.5,15.77622,azox,2014,2
239,37.5,12.04741,cypr,2014,2
137,37.7,16.97160,check,2009,2
155,37.9,20.42122,cypr,2010,2
241,38.0,15.68549,cypr,2014,2
47,38.0,52.53430,check,2007,2
203,38.0,116.98889,trif_prot,2012,3
207,38.0,0.32639,tebu,2012,2
243,38.0,5.36272,azox_cypr,2014,3
220,38.1,43.27491,tebu,2013,2
199,38.3,54.00694,azox,2012,2
247,38.3,7.69267,pyra_epox,2014,2
185,38.4,32.22233,tebu,2011,2
211,38.4,160.71324,pyra_epox,2013,3
227,38.5,25.03053,tebu,2013,3
72,38.8,131.57095,tebu,2007,2
113,38.8,12.39149,pico_cypr,2009,
113,38.8,12.39149,azox_cypr,2009,
135,38.8,19.38492,pyra_metc,2009,2
151,38.8,49.01175,pyra_epox,2010,2
217,38.8,69.23077,azox_cypr,2013,2
158,39.0,7.43021,tebu,2010,
214,39.3,93.58307,pico_cypr,2013,3
163,39.4,4.22077,cypr,2010,2
23,39.4,8.68060,check,2006,
209,39.4,7.56110,check,2013,2
109,39.5,16.89974,tebu,2009,2
50,39.5,2.66530,check,2007,2
222,39.6,78.67347,azox_cypr,2013,3
101,39.9,6.63220,check,2009,2
140,40.0,39.38095,trif_prot,2009,
177,40.0,50.33197,pico_cypr,2011,2
216,40.0,21.61280,check,2013,2
217,40.0,69.23077,pico_cypr,2013,2
250,40.0,4.57996,pyra_epox,2014,2
221,40.0,1.88630,check,2013,3
199,40.5,54.00694,cypr,2012,2
69,40.6,26.34440,check,2007,2
195,40.6,5.74013,pyra_epox,2012,2
238,40.6,1.87802,azox_cypr,2014,3
222,40.7,78.67347,pyra_epox,2013,3
190,40.8,1.13175,pico_cypr,2011,2
138,41.0,14.77937,pyra_metc,2009,2
225,41.0,31.76620,check,2013,3
149,41.0,283.93880,check,2010,2
163,41.1,4.22077,tebu,2010,2
222,41.2,78.67347,pico_cypr,2013,3
173,41.2,3.75288,tebu,2011,2
171,41.3,5.71215,cypr,2011,2
177,41.3,50.33197,azox_cypr,2011,2
235,41.3,15.77622,tebu,2014,2
247,41.5,7.69267,cypr,2014,2
144,41.8,43.60284,cypr,2010,2
20,41.9,98.31029,tebu,2006,2
42,41.9,2.00319,cypr,2007,2
15,42.0,20.62650,check,2005,2
140,42.0,39.38095,azox_cypr,2009,
190,42.0,1.13175,pyra_epox,2011,2
197,42.0,2.41944,azox,2012,3
240,42.1,1.08662,pico_cypr,2014,3
51,42.3,46.29786,cypr,2007,2
73,42.3,13.29962,pyra_epox,2007,2
175,42.3,5.18648,tebu,2011,2
237,42.3,27.19569,pico_cypr,2014,3
240,42.3,1.08662,azox_cypr,2014,3
67,42.5,20.42880,check,2007,2
151,42.5,49.01175,pyra_metc,2010,2
171,42.5,5.71215,tebu,2011,2
180,42.5,37.39107,azox_cypr,2011,2
215,42.5,69.97863,tebu,2013,2
55,42.8,9.66726,cypr,2007,2
190,42.8,1.13175,azox_cypr,2011,2
146,42.9,23.78373,cypr,2010,3
140,43.0,39.38095,pyra_metc,2009,
141,43.0,13.96429,trif_prot,2009,
190,43.0,1.13175,pyra_metc,2011,2
60,43.3,10.84330,azox,2007,2
96,43.3,16.60406,pyra_epox,2009,2
176,43.3,15.86111,pyra_metc,2011,2
153,43.3,11.25348,cypr,2010,3
52,43.4,75.39699,tebu,2007,2
238,43.4,1.87802,pyra_epox,2014,3
175,43.5,5.18648,cypr,2011,2
248,43.5,80.11940,pico_cypr,2014,3
220,43.8,43.27491,azox,2013,2
99,43.8,7.74542,tebu,2009,
235,44.0,15.77622,pyra_metc,2014,2
245,44.0,23.52286,pico_cypr,2014,3
195,44.1,5.74013,azox_cypr,2012,2
144,44.2,43.60284,tebu,2010,2
174,44.5,37.16914,pyra_metc,2011,2
133,44.5,3.06349,azox_cypr,2009,2
247,44.5,7.69267,azox,2014,2
73,44.8,13.29962,tebu,2007,2
185,44.8,32.22230,check,2011,2
79,44.8,35.48769,tebu,2008,2
44,45.0,41.00379,cypr,2007,2
62,45.0,17.93139,azox_cypr,2007,
62,45.0,17.93139,tebu,2007,
165,45.0,12.79340,check,2010,2
176,45.0,15.86111,pyra_epox,2011,2
179,45.0,6.71690,check,2011,2
193,45.0,8.85417,trif_prot,2012,2
198,45.0,9.63507,cypr,2012,2
201,45.0,25.44340,azox_cypr,2012,2
217,45.0,69.23077,trif_prot,2013,2
239,45.0,12.04741,tebu,2014,2
133,45.3,3.06349,trif_prot,2009,2
163,45.3,4.22080,check,2010,2
214,45.5,93.58307,azox_cypr,2013,3
14,45.6,55.84980,check,2005,2
241,45.6,15.68549,pyra_epox,2014,2
142,45.8,1.58440,cypr,2010,3
231,45.8,0.73260,check,2013,2
241,46.0,15.68549,tebu,2014,2
141,46.0,13.96429,pyra_metc,2009,
176,46.0,15.86111,pico_cypr,2011,2
217,46.3,69.23077,cypr,2013,2
235,46.3,15.77622,pyra_epox,2014,2
241,46.3,15.68549,azox,2014,2
121,46.5,3.04921,tebu,2009,2
176,46.5,15.86111,trif_prot,2011,2
203,46.5,116.98889,azox_cypr,2012,3
190,46.8,1.13175,trif_prot,2011,2
238,47.0,1.87802,azox,2014,3
45,47.5,94.09722,tebu,2007,2
118,47.5,37.49762,tebu,2009,3
193,47.5,8.85417,pico_cypr,2012,2
193,47.5,8.85417,azox_cypr,2012,2
215,47.5,69.97863,azox,2013,2
154,47.5,9.61920,check,2010,2
241,47.6,15.68549,pyra_metc,2014,2
238,47.6,1.87802,cypr,2014,3
247,47.8,7.69267,tebu,2014,2
136,47.9,34.23710,check,2009,2
188,48.1,29.87248,tebu,2011,2
46,48.1,46.52900,check,2007,2
146,48.1,23.78373,tebu,2010,3
153,48.2,11.25348,tebu,2010,3
121,48.3,3.04921,azox_cypr,2009,2
190,48.3,1.13175,tebu,2011,2
72,48.5,131.57095,azox,2007,2
162,48.7,20.24685,tebu,2010,3
41,48.8,19.56324,cypr,2007,2
52,48.8,75.39699,cypr,2007,2
81,48.8,1.45760,check,2008,2
151,48.8,49.01175,azox_cypr,2010,2
176,48.8,15.86111,azox_cypr,2011,2
141,49.0,13.96429,azox_cypr,2009,
181,49.2,43.46405,tebu,2011,2
25,49.4,17.13780,check,2006,2
238,49.6,1.87802,tebu,2014,3
61,49.8,6.26507,azox_cypr,2007,2
191,49.9,55.33878,tebu,2011,2
238,49.9,1.87802,pyra_metc,2014,3
141,50.0,13.96429,tebu,2009,
175,50.0,5.18650,check,2011,2
190,50.0,1.13175,cypr,2011,2
196,50.0,55.09896,trif_prot,2012,2
200,50.0,4.01280,check,2012,2
217,50.0,69.23077,tebu,2013,2
42,50.4,2.00320,check,2007,2
49,50.5,38.89590,check,2007,2
96,50.5,16.60406,pico_cypr,2009,2
133,50.5,3.06349,tebu,2009,2
246,50.8,27.60140,check,2014,2
102,50.9,13.95629,tebu,2009,2
3,51.3,6.53180,check,2005,2
43,51.3,23.33490,tebu,2007,2
64,51.3,89.62610,tebu,2007,2
72,51.3,131.57095,pyra_epox,2007,2
147,51.5,8.93935,tebu,2010,3
203,51.5,116.98889,azox,2012,3
37,51.8,519.11830,check,2006,2
113,52.1,12.39149,tebu,2009,
208,52.3,11.25280,check,2012,2
63,52.5,48.03922,azox,2007,2
64,52.5,89.62610,azox,2007,2
131,52.7,11.28950,check,2009,3
198,53.0,9.63507,tebu,2012,2
242,53.0,9.05476,azox_cypr,2014,
66,53.3,36.38630,check,2007,2
211,53.7,160.71320,check,2013,3
93,53.8,7.72910,check,2009,3
180,53.8,37.39107,cypr,2011,2
193,53.8,8.85417,azox,2012,2
193,53.8,8.85417,pyra_epox,2012,2
202,53.8,9.90910,check,2012,2
235,53.8,15.77620,check,2014,2
61,54.0,6.26507,tebu,2007,2
207,54.0,0.32640,check,2012,2
244,54.3,28.18990,check,2014,3
197,54.5,2.41944,cypr,2012,3
203,54.5,116.98889,cypr,2012,3
155,54.6,20.42120,check,2010,2
73,54.6,13.29962,azox,2007,2
106,54.6,27.16690,check,2009,3
11,54.6,1.91510,check,2005,2
153,54.6,11.25350,check,2010,3
184,54.7,24.19620,check,2011,2
196,54.8,55.09896,azox_cypr,2012,2
245,54.8,23.52286,azox_cypr,2014,3
92,55.0,76.64310,check,2009,2
145,55.0,25.53655,tebu,2010,2
159,55.1,44.15730,tebu,2010,
156,55.3,14.76843,tebu,2010,3
27,56.1,32.56220,check,2006,2
217,56.3,69.23077,pyra_epox,2013,2
40,56.4,40.76910,check,2007,2
182,56.5,0.48713,tebu,2011,2
18,56.7,1.22200,check,2005,2
145,56.9,25.53655,cypr,2010,2
241,56.9,15.68550,check,2014,2
205,57.0,0.62670,check,2012,2
248,57.0,80.11940,azox_cypr,2014,3
250,57.0,4.57996,azox,2014,2
90,57.3,3.94950,check,2009,3
156,57.4,14.76843,cypr,2010,3
78,57.5,2.17530,check,2008,2
45,57.5,94.09722,cypr,2007,2
117,57.5,3.09710,check,2009,2
176,57.5,15.86111,cypr,2011,2
201,57.5,25.44340,cypr,2012,2
201,57.5,25.44340,tebu,2012,2
217,57.5,69.23077,azox,2013,2
226,57.5,74.28072,azox,2013,2
196,57.8,55.09896,pyra_epox,2012,2
219,57.8,10.11220,check,2013,3
245,57.8,23.52286,pyra_metc,2014,3
122,57.9,5.51590,check,2009,3
214,58.0,93.58307,cypr,2013,3
181,58.1,43.46400,check,2011,2
144,58.1,43.60280,check,2010,2
9,58.1,26.14690,check,2005,2
191,58.1,55.33878,cypr,2011,2
170,58.3,3.66240,check,2010,3
171,58.5,5.71210,check,2011,2
206,58.5,0.93330,check,2012,2
195,58.8,5.74013,azox,2012,2
238,59.0,1.87800,check,2014,3
211,59.3,160.71324,tebu,2013,3
61,59.5,6.26507,azox,2007,2
250,59.5,4.57996,cypr,2014,2
173,59.6,3.75290,check,2011,2
55,60.0,9.66730,check,2007,2
62,60.0,17.93139,pyra_epox,2007,
84,60.0,10.49910,check,2008,2
161,60.0,10.64640,check,2010,2
180,60.0,37.39107,tebu,2011,2
188,60.8,29.87250,check,2011,2
247,61.0,7.69270,check,2014,2
1,61.3,20.83840,check,2005,2
151,61.3,49.01175,pico_cypr,2010,2
193,61.3,8.85417,tebu,2012,2
239,61.3,12.04740,check,2014,2
250,61.8,4.57996,tebu,2014,2
59,61.8,9.70910,check,2007,2
96,61.9,16.60406,tebu,2009,2
99,62.3,7.74540,check,2009,
228,62.3,1.78620,check,2013,3
121,62.5,3.04921,pyra_metc,2009,2
124,62.5,14.34250,check,2009,
193,62.5,8.85417,cypr,2012,2
196,62.5,55.09896,pico_cypr,2012,2
197,62.5,2.41944,tebu,2012,3
201,62.5,25.44340,azox,2012,2
61,63.0,6.26507,pyra_epox,2007,2
140,63.0,39.38095,tebu,2009,
196,63.0,55.09896,azox,2012,2
51,63.3,46.29790,check,2007,2
226,63.3,74.28072,azox_cypr,2013,2
226,63.3,74.28072,tebu,2013,2
48,63.4,24.52870,check,2007,2
64,63.8,89.62610,pyra_epox,2007,2
142,63.8,1.58440,tebu,2010,3
177,63.8,50.33197,cypr,2011,2
214,63.8,93.58307,pyra_epox,2013,3
230,63.8,127.28098,pico_cypr,2013,3
190,64.0,1.13170,check,2011,2
245,64.0,23.52286,pyra_epox,2014,3
143,64.0,51.42749,tebu,2010,2
226,64.3,74.28072,cypr,2013,2
74,64.5,69.31850,check,2007,2
110,64.6,16.46864,tebu,2009,3
147,64.7,8.93930,check,2010,3
192,65.0,28.44618,trif_prot,2012,2
199,65.0,54.00690,check,2012,2
245,65.4,23.52286,azox,2014,3
176,65.5,15.86111,tebu,2011,2
242,65.7,9.05476,pyra_epox,2014,
242,66.0,9.05476,cypr,2014,
214,66.0,93.58307,azox,2013,3
240,66.0,1.08662,pyra_metc,2014,3
150,66.3,12.41987,cypr,2010,2
150,66.3,12.41987,tebu,2010,2
164,66.3,118.85658,tebu,2010,2
177,66.3,50.33197,tebu,2011,2
222,66.4,78.67347,cypr,2013,3
143,66.8,51.42749,cypr,2010,2
203,67.0,116.98890,check,2012,3
97,67.1,18.23480,check,2009,3
127,67.3,5.48430,check,2009,2
178,67.3,1.06754,cypr,2011,2
183,67.5,16.55880,check,2011,2
192,67.5,28.44618,pico_cypr,2012,2
222,67.7,78.67347,tebu,2013,3
176,68.0,15.86110,check,2011,2
13,68.3,28.05180,check,2005,2
240,68.3,1.08662,pyra_epox,2014,3
172,68.6,17.74669,tebu,2011,2
222,68.7,78.67347,azox,2013,3
5,68.8,7.39680,check,2005,2
76,68.8,14.94830,check,2007,2
240,68.8,1.08662,cypr,2014,3
20,69.5,98.31030,check,2006,2
60,69.5,10.84330,check,2007,2
182,69.9,0.48710,check,2011,2
44,70.0,41.00380,check,2007,2
71,70.0,44.67590,check,2007,2
113,70.0,12.39150,check,2009,
234,70.0,38.87672,trif_prot,2014,2
242,70.1,9.05476,tebu,2014,
158,70.4,7.43020,check,2010,
146,70.4,23.78370,check,2010,3
174,70.5,37.16914,tebu,2011,2
203,70.5,116.98889,tebu,2012,3
230,70.5,127.28098,azox_cypr,2013,3
28,70.6,92.71950,check,2006,2
29,70.8,15.58140,check,2006,2
195,71.0,5.74013,cypr,2012,2
41,71.3,19.56320,check,2007,2
129,71.3,5.01110,check,2009,2
151,71.3,49.01175,cypr,2010,2
214,71.3,93.58307,tebu,2013,3
215,71.3,69.97860,check,2013,2
234,71.3,38.87672,pico_cypr,2014,2
223,71.4,71.92400,check,2013,2
195,71.7,5.74013,tebu,2012,2
112,71.8,90.67270,check,2009,2
102,71.9,13.95630,check,2009,2
172,72.0,17.74669,cypr,2011,2
141,72.0,13.96430,check,2009,
245,72.0,23.52286,cypr,2014,3
222,72.3,78.67350,check,2013,3
16,72.4,15.18290,check,2005,2
63,72.5,48.03920,check,2007,2
95,72.5,4.09640,check,2009,2
104,72.5,12.08500,check,2009,2
138,72.5,14.77940,check,2009,2
151,72.5,49.01175,tebu,2010,2
248,72.5,80.11940,cypr,2014,3
242,73.3,9.05476,pyra_metc,2014,
68,73.5,14.30180,check,2007,2
121,73.5,3.04920,check,2009,2
82,73.5,44.25990,check,2008,2
96,73.8,16.60410,check,2009,2
134,74.0,1.50870,check,2009,
191,74.0,55.33880,check,2011,2
237,74.0,27.19569,azox_cypr,2014,3
245,74.0,23.52286,tebu,2014,3
43,75.0,23.33490,cypr,2007,2
